scenario_id,district,soil_type,water_availability,season,budget,land_area_acres,recommended_crop,suitability_score,expected_yield_min_kg,expected_yield_max_kg,estimated_cost,estimated_revenue_min,estimated_revenue_max,estimated_profit_min,estimated_profit_max,weather_risk,market_risk
2368,Trichy,Red Loam,High,Kharif,100000,7.53,Coconut,42,54216.0,66264.0,203310.0,3100811.7,3789880.9,2897501.7,3586570.9,Low,Low
2369,Kovilpatti,Red Sandy Loam,Low,Rabi,25000,7.41,Groundnut,46,4861.0,6995.0,181545.0,211348.7,304136.0,29803.7,122591.0,High,Low
2370,Coimbatore,Alluvial Clay,Medium,Rabi,40000,0.99,Rice,76,1851.3,2504.7,35442.0,28256.2,38228.9,-7185.8,2786.9,Low,Low
2371,Thanjavur,Black Clay Loam,Low,Summer,150000,1.1,Sunflower,64,528.0,792.0,18150.0,26093.6,39140.4,7943.6,20990.4,Low,High
2372,Tirunelveli,Alluvial Clay,Low,Kharif,40000,0.76,Sugarcane,69,18726.4,23833.6,72200.0,475236.5,604846.5,403036.5,532646.5,Medium,High
2373,Trichy,Black Cotton Soil,Medium,Summer,60000,3.12,Sunflower,51,1497.6,2246.4,51480.0,68276.5,102414.7,16796.5,50934.7,Medium,Medium
2374,Tirunelveli,Alluvial Clay,Low,Kharif,15000,7.68,Groundnut,75,5038.1,7249.9,188160.0,99611.6,143343.5,-88548.4,-44816.5,Medium,Low
2375,Kovilpatti,Lateritic Hill Soil,Low,Kharif,40000,4.92,Millets,76,2686.3,4201.7,52644.0,135024.4,211191.9,82380.4,158547.9,Medium,Medium
2376,Tirunelveli,Black Clay Loam,High,Kharif,25000,7.21,Cotton,42,2595.6,3893.4,216300.0,147113.0,220669.5,-69187.0,4369.5,Medium,High
2377,Coimbatore,Red Sandy Loam,Low,Summer,15000,5.53,Millets,88,3019.4,4722.6,59171.0,147654.8,230947.2,88483.8,171776.2,Medium,Low
2378,Trichy,Red Loam,Medium,Summer,100000,2.51,Sunflower,59,1204.8,1807.2,41415.0,30699.2,46048.7,-10715.8,4633.7,Low,Low
2379,Thanjavur,Alluvial Clay,High,Rabi,60000,4.68,Groundnut,92,3070.1,4417.9,114660.0,91855.2,132181.9,-22804.8,17521.9,Medium,Medium
2380,Coimbatore,Alluvial Clay,Low,Rabi,25000,6.0,Banana,57,92880.0,123120.0,456000.0,5463124.4,7241816.1,5007124.4,6785816.1,Low,High
2381,Nilgiris,Black Cotton Soil,Low,Rabi,15000,2.04,Onion,89,7435.8,10924.2,70380.0,426405.6,626447.7,356025.6,556067.7,High,High
2382,Nagapattinam,Red Sandy Loam,High,Kharif,40000,2.14,Groundnut,53,1403.8,2020.2,52430.0,80008.0,115133.5,27578.0,62703.5,High,Medium
2383,Nilgiris,Red Loam,Medium,Rabi,100000,4.32,Pulses,91,933.1,1658.9,51408.0,27717.4,49275.4,-23690.6,-2132.6,Low,Low
2384,Thanjavur,Coastal Alluvial,High,Summer,40000,7.22,Banana,85,111765.6,148154.4,548720.0,4596214.7,6092656.8,4047494.7,5543936.8,Medium,Medium
2385,Tirunelveli,Lateritic Hill Soil,Low,Kharif,100000,7.46,Millets,45,4073.2,6370.8,79822.0,235237.4,367935.4,155415.4,288113.4,Medium,Low
2386,Krishnagiri,Red Loam,High,Rabi,40000,7.38,Onion,46,26900.1,39519.9,254610.0,1245704.1,1830108.4,991094.1,1575498.4,Low,Low
2387,Vellore,Coastal Alluvial,Low,Summer,150000,0.83,Banana,87,12848.4,17031.6,63080.0,471955.0,625614.8,408875.0,562534.8,Low,Low
2388,Nilgiris,Black Cotton Soil,Low,Rabi,150000,5.65,Pulses,90,1220.4,2169.6,67235.0,66393.2,118032.3,-841.8,50797.3,Low,Low
2389,Vellore,Lateritic Hill Soil,Low,Kharif,150000,2.28,Millets,97,1244.9,1947.1,24396.0,57942.5,90628.1,33546.5,66232.1,Medium,Low
2390,Coimbatore,Alluvial Clay,Low,Rabi,25000,5.91,Groundnut,90,3877.0,5579.0,144795.0,171617.7,246962.0,26822.7,102167.0,Low,Low
2391,Trichy,Coastal Alluvial,High,Summer,40000,2.05,Coconut,85,14760.0,18040.0,55350.0,349180.9,426776.7,293830.9,371426.7,High,High
2392,Tirunelveli,Black Clay Loam,High,Summer,15000,7.14,Sunflower,99,3427.2,5140.8,117810.0,63669.4,95504.0,-54140.6,-22306.0,Medium,Low
2393,Nagapattinam,Black Clay Loam,Low,Kharif,100000,3.37,Cotton,99,1213.2,1819.8,101100.0,39506.8,59260.1,-61593.2,-41839.9,Medium,Low
2394,Nagapattinam,Lateritic Hill Soil,High,Kharif,100000,1.01,Millets,70,551.5,862.5,10807.0,9205.5,14398.3,-1601.5,3591.3,Low,Medium
2395,Vellore,Lateritic Hill Soil,Low,Kharif,40000,4.99,Millets,50,2724.5,4261.5,53393.0,102342.3,160073.8,48949.3,106680.8,Medium,Medium
2396,Nilgiris,Red Loam,High,Kharif,60000,2.28,Millets,98,1244.9,1947.1,24396.0,38226.3,59789.9,13830.3,35393.9,High,Low
2397,Tirunelveli,Red Loam,High,Summer,40000,1.96,Sesamum,64,372.4,607.6,16072.0,10519.9,17164.1,-5552.1,1092.1,Low,Low
2398,Kovilpatti,Black Clay Loam,Medium,Summer,100000,1.07,Sunflower,80,513.6,770.4,17655.0,21070.2,31605.2,3415.2,13950.2,Low,Low
2399,Tirunelveli,Red Sandy Loam,Low,Summer,150000,6.43,Coconut,47,46296.0,56584.0,173610.0,1574773.3,1924722.9,1401163.3,1751112.9,Low,Medium
2400,Vellore,Alluvial Clay,High,Kharif,60000,5.93,Rice,97,11089.1,15002.9,212294.0,264855.3,358333.6,52561.3,146039.6,Medium,Medium
2401,Krishnagiri,Alluvial Clay,High,Kharif,60000,2.44,Banana,49,37771.2,50068.8,185440.0,1205634.0,1598166.1,1020194.0,1412726.1,Medium,High
2402,Nagapattinam,Black Clay Loam,High,Rabi,15000,3.41,Pulses,86,736.6,1309.4,40579.0,30213.2,53712.3,-10365.8,13133.3,Medium,Medium
2403,Tirunelveli,Red Sandy Loam,Low,Summer,60000,1.52,Sorghum,79,1026.0,1710.0,20824.0,41939.9,69899.9,21115.9,49075.9,Low,Medium
2404,Nilgiris,Black Cotton Soil,Low,Kharif,150000,4.59,Maize,93,9639.0,13311.0,104193.0,360979.6,498495.6,256786.6,394302.6,Medium,Low
2405,Nagapattinam,Lateritic Hill Soil,High,Rabi,25000,3.11,Banana,60,48142.8,63817.2,236360.0,865950.7,1147888.1,629590.7,911528.1,Low,Medium
2406,Krishnagiri,Black Clay Loam,Low,Rabi,100000,3.57,Sunflower,74,1713.6,2570.4,58905.0,100809.4,151214.1,41904.4,92309.1,Medium,High
2407,Tirunelveli,Black Cotton Soil,High,Rabi,15000,0.56,Chili,57,207.2,352.8,21560.0,7538.7,12836.1,-14021.3,-8723.9,Low,Low
2408,Coimbatore,Lateritic Hill Soil,Medium,Summer,100000,5.42,Millets,93,2959.3,4628.7,57994.0,105195.1,164535.9,47201.1,106541.9,Low,High
2409,Trichy,Black Cotton Soil,High,Kharif,100000,2.19,Maize,41,4599.0,6351.0,49713.0,177074.6,244531.6,127361.6,194818.6,Low,Medium
2410,Nagapattinam,Red Loam,Medium,Rabi,40000,2.1,Onion,53,7654.5,11245.5,72450.0,340454.2,500173.5,268004.2,427723.5,Low,Low
2411,Thanjavur,Red Sandy Loam,High,Rabi,60000,2.06,Pulses,48,445.0,791.0,24514.0,15253.8,27117.9,-9260.2,2603.9,High,Low
2412,Madurai,Alluvial Clay,Medium,Rabi,60000,7.39,Banana,62,114397.2,151642.8,561640.0,6138461.2,8137030.0,5576821.2,7575390.0,Low,Low
2413,Kovilpatti,Alluvial Clay,High,Rabi,60000,0.59,Groundnut,96,387.0,557.0,14455.0,9594.6,13806.9,-4860.4,-648.1,Medium,Low
2414,Tirunelveli,Alluvial Clay,Medium,Rabi,15000,3.44,Banana,67,53251.2,70588.8,261440.0,1771575.1,2348366.9,1510135.1,2086926.9,Low,Low
2415,Vellore,Alluvial Clay,Low,Kharif,40000,1.83,Banana,83,28328.4,37551.6,139080.0,753531.5,998867.3,614451.5,859787.3,Low,Low
2416,Thanjavur,Black Cotton Soil,Low,Rabi,25000,6.94,Chili,77,2567.8,4372.2,267190.0,71137.4,121125.9,-196052.6,-146064.1,Low,Low
2417,Nilgiris,Alluvial Clay,Medium,Rabi,100000,3.72,Coconut,92,26784.0,32736.0,100440.0,1014865.8,1240391.6,914425.8,1139951.6,Low,Low
2418,Kovilpatti,Coastal Alluvial,High,Kharif,40000,5.7,Groundnut,46,3739.2,5380.8,139650.0,182279.7,262305.0,42629.7,122655.0,High,Low
2419,Nilgiris,Black Clay Loam,Medium,Summer,60000,7.57,Sunflower,81,3633.6,5450.4,124905.0,136730.2,205095.3,11825.2,80190.3,Medium,Low
2420,Coimbatore,Alluvial Clay,Low,Summer,40000,1.09,Coconut,79,7848.0,9592.0,29430.0,125250.1,153083.5,95820.1,123653.5,Medium,Low
2421,Nagapattinam,Red Loam,High,Summer,15000,4.93,Sesamum,81,936.7,1528.3,40426.0,45713.3,74584.9,5287.3,34158.9,Low,Low
2422,Thanjavur,Lateritic Hill Soil,Low,Kharif,40000,3.34,Millets,76,1823.6,2852.4,35738.0,103208.4,161428.5,67470.4,125690.5,High,Low
2423,Krishnagiri,Black Cotton Soil,Medium,Kharif,40000,3.29,Sugarcane,45,81065.6,103174.4,312550.0,3942618.5,5017878.0,3630068.5,4705328.0,Low,Low
2424,Tirunelveli,Black Cotton Soil,Medium,Summer,25000,2.37,Sunflower,91,1137.6,1706.4,39105.0,40850.2,61275.2,1745.2,22170.2,Low,Low
2425,Tirunelveli,Black Cotton Soil,Low,Summer,150000,5.07,Sunflower,45,2433.6,3650.4,83655.0,69721.5,104582.3,-13933.5,20927.3,Medium,Medium
2426,Coimbatore,Red Loam,High,Kharif,40000,4.12,Cotton,85,1483.2,2224.8,123600.0,40584.5,60876.8,-83015.5,-62723.2,Low,Medium
2427,Krishnagiri,Lateritic Hill Soil,High,Rabi,60000,4.95,Banana,64,76626.0,101574.0,376200.0,2528639.4,3351917.3,2152439.4,2975717.3,Low,Low
2428,Nilgiris,Lateritic Hill Soil,Low,Summer,150000,5.94,Millets,40,3243.2,5072.8,63558.0,82045.8,128328.1,18487.8,64770.1,Low,Medium
2429,Madurai,Black Clay Loam,Low,Rabi,15000,6.54,Sunflower,98,3139.2,4708.8,107910.0,181724.2,272586.3,73814.2,164676.3,Low,High
2430,Kovilpatti,Alluvial Clay,High,Kharif,40000,3.81,Groundnut,82,2499.4,3596.6,93345.0,145424.8,209269.8,52079.8,115924.8,High,Medium
2431,Thanjavur,Lateritic Hill Soil,Medium,Summer,40000,7.73,Millets,94,4220.6,6601.4,82711.0,221096.5,345817.6,138385.5,263106.6,Medium,Low
2432,Nagapattinam,Red Loam,Low,Summer,60000,6.81,Sesamum,71,1293.9,2111.1,55842.0,35901.1,58575.4,-19940.9,2733.4,Low,High
2433,Madurai,Red Loam,Low,Rabi,40000,5.76,Sorghum,79,3888.0,6480.0,78912.0,210389.0,350648.3,131477.0,271736.3,Low,Medium
2434,Trichy,Red Loam,High,Summer,40000,5.16,Sesamum,78,980.4,1599.6,42312.0,19121.3,31197.8,-23190.7,-11114.2,Medium,Medium
2435,Tirunelveli,Black Cotton Soil,Medium,Rabi,150000,4.89,Pulses,66,1056.2,1877.8,58191.0,56773.3,100930.3,-1417.7,42739.3,High,Medium
2436,Nagapattinam,Alluvial Clay,Medium,Rabi,60000,0.71,Coconut,91,5112.0,6248.0,19170.0,112152.3,137075.1,92982.3,117905.1,Low,Low
2437,Coimbatore,Coastal Alluvial,Medium,Rabi,150000,7.58,Rice,68,14174.6,19177.4,271364.0,503130.7,680706.3,231766.7,409342.3,Medium,Low
2438,Krishnagiri,Red Loam,Medium,Rabi,25000,3.19,Coconut,51,22968.0,28072.0,86130.0,1275981.3,1559532.7,1189851.3,1473402.7,Low,Medium
2439,Tirunelveli,Alluvial Clay,High,Kharif,25000,0.75,Sugarcane,52,18480.0,23520.0,71250.0,592141.0,753634.0,520891.0,682384.0,Low,High
2440,Krishnagiri,Red Sandy Loam,High,Kharif,40000,5.87,Turmeric,61,29232.6,41207.4,405030.0,654239.4,922241.1,249209.4,517211.1,Medium,Medium
2441,Kovilpatti,Red Loam,High,Kharif,15000,0.53,Cotton,78,190.8,286.2,15900.0,6954.7,10432.1,-8945.3,-5467.9,Low,Medium
2442,Tirunelveli,Coastal Alluvial,Medium,Summer,25000,3.3,Banana,63,51084.0,67716.0,250800.0,1928510.3,2556397.4,1677710.3,2305597.4,Low,Medium
2443,Coimbatore,Coastal Alluvial,High,Rabi,150000,7.06,Rice,84,13202.2,17861.8,252748.0,325554.9,440456.6,72806.9,187708.6,Medium,Low
2444,Trichy,Alluvial Clay,Low,Rabi,40000,3.78,Banana,62,58514.4,77565.6,287280.0,3062057.0,4059005.8,2774777.0,3771725.8,Low,Low
2445,Coimbatore,Coastal Alluvial,Medium,Rabi,15000,1.64,Banana,94,25387.2,33652.8,124640.0,383373.6,508192.8,258733.6,383552.8,Medium,Low
2446,Thanjavur,Black Clay Loam,Medium,Kharif,100000,6.32,Cotton,83,2275.2,3412.8,189600.0,130272.5,195408.8,-59327.5,5808.8,Low,Low
2447,Thanjavur,Coastal Alluvial,Low,Summer,150000,7.49,Coconut,57,53928.0,65912.0,202230.0,2678340.9,3273527.8,2476110.9,3071297.8,High,Low
2448,Trichy,Red Loam,Low,Rabi,150000,4.82,Pulses,67,1041.1,1850.9,57358.0,24354.7,43297.3,-33003.3,-14060.7,Medium,High
2449,Nilgiris,Black Clay Loam,Medium,Kharif,100000,2.92,Turmeric,83,14541.6,20498.4,201480.0,356528.0,502575.6,155048.0,301095.6,Low,Medium
2450,Trichy,Red Loam,Medium,Kharif,40000,4.85,Groundnut,92,3181.6,4578.4,118825.0,149927.0,215748.6,31102.0,96923.6,Medium,Medium
2451,Thanjavur,Lateritic Hill Soil,High,Rabi,25000,3.73,Chili,57,1380.1,2349.9,143605.0,60613.0,103205.9,-82992.0,-40399.1,Low,Low
2452,Trichy,Lateritic Hill Soil,Low,Rabi,25000,5.47,Coconut,86,39384.0,48136.0,147690.0,780664.2,954145.1,632974.2,806455.1,Low,High
2453,Nagapattinam,Black Clay Loam,High,Summer,40000,3.58,Sunflower,53,1718.4,2577.6,59070.0,45133.4,67700.1,-13936.6,8630.1,Medium,Medium
2454,Nagapattinam,Black Cotton Soil,High,Summer,40000,5.42,Sunflower,98,2601.6,3902.4,89430.0,45530.0,68295.0,-43900.0,-21135.0,High,Low
2455,Nilgiris,Red Sandy Loam,Medium,Rabi,150000,3.91,Chili,88,1446.7,2463.3,150535.0,26617.9,45322.4,-123917.1,-105212.6,Low,Medium
2456,Kovilpatti,Red Loam,Medium,Rabi,40000,7.26,Chili,91,2686.2,4573.8,279510.0,43998.0,74915.5,-235512.0,-204594.5,High,High
2457,Nilgiris,Coastal Alluvial,Medium,Rabi,25000,1.6,Banana,59,24768.0,32832.0,121600.0,1260956.2,1671500.0,1139356.2,1549900.0,Medium,Low
2458,Kovilpatti,Red Sandy Loam,High,Summer,25000,0.87,Sorghum,96,587.2,978.8,11919.0,22804.2,38007.0,10885.2,26088.0,Medium,High
2459,Vellore,Red Sandy Loam,High,Kharif,100000,4.75,Coconut,84,34200.0,41800.0,128250.0,782581.3,956488.2,654331.3,828238.2,Low,Low
2460,Coimbatore,Red Loam,Medium,Kharif,25000,6.43,Turmeric,56,32021.4,45138.6,443670.0,498998.4,703407.4,55328.4,259737.4,Medium,Medium
2461,Trichy,Black Clay Loam,High,Kharif,150000,0.76,Maize,88,1596.0,2204.0,17252.0,79070.4,109192.5,61818.4,91940.5,Medium,Low
2462,Tirunelveli,Red Sandy Loam,Medium,Summer,25000,7.77,Sesamum,79,1476.3,2408.7,63714.0,75517.7,123213.1,11803.7,59499.1,Medium,Medium
2463,Tirunelveli,Alluvial Clay,Medium,Rabi,60000,7.68,Coconut,94,55296.0,67584.0,207360.0,3209783.1,3923068.2,3002423.1,3715708.2,Low,Medium
2464,Vellore,Red Loam,Medium,Kharif,100000,7.42,Turmeric,67,36951.6,52088.4,511980.0,620336.5,874450.3,108356.5,362470.3,Low,Medium
2465,Krishnagiri,Lateritic Hill Soil,Medium,Rabi,25000,5.46,Maize,60,11466.0,15834.0,123942.0,360011.9,497159.3,236069.9,373217.3,Medium,Medium
2466,Kovilpatti,Black Cotton Soil,High,Rabi,150000,3.52,Chili,75,1302.4,2217.6,135520.0,20744.9,35322.4,-114775.1,-100197.6,Low,Low
2467,Vellore,Red Loam,High,Kharif,100000,7.36,Cotton,51,2649.6,3974.4,220800.0,143923.4,215885.1,-76876.6,-4914.9,High,High
2468,Vellore,Lateritic Hill Soil,Low,Rabi,100000,7.87,Sunflower,52,3777.6,5666.4,129855.0,159933.5,239900.3,30078.5,110045.3,Low,Low
2469,Madurai,Red Loam,Low,Summer,60000,7.23,Millets,92,3947.6,6174.4,77361.0,112926.2,176628.2,35565.2,99267.2,Medium,Low
2470,Krishnagiri,Lateritic Hill Soil,High,Summer,100000,6.42,Millets,55,3505.3,5482.7,68694.0,83161.7,130073.5,14467.7,61379.5,Medium,Medium
2471,Nagapattinam,Coastal Alluvial,High,Kharif,15000,4.19,Groundnut,68,2748.6,3955.4,102655.0,151910.9,218603.5,49255.9,115948.5,Low,Low
2472,Trichy,Black Cotton Soil,Low,Rabi,60000,2.58,Onion,66,9404.1,13815.9,89010.0,411803.0,604994.5,322793.0,515984.5,Medium,High
2473,Nilgiris,Red Loam,Low,Summer,25000,6.61,Sesamum,58,1255.9,2049.1,54202.0,27565.1,44974.6,-26636.9,-9227.4,Medium,Medium
2474,Madurai,Coastal Alluvial,High,Rabi,40000,3.59,Coconut,56,25848.0,31592.0,96930.0,747257.2,913314.4,650327.2,816384.4,Low,Medium
2475,Nilgiris,Red Sandy Loam,High,Kharif,100000,1.59,Groundnut,50,1043.0,1501.0,38955.0,20360.7,29299.5,-18594.3,-9655.5,High,High
2476,Tirunelveli,Red Sandy Loam,Low,Kharif,150000,5.12,Maize,50,10752.0,14848.0,116224.0,292230.3,403556.2,176006.3,287332.2,Low,Low
2477,Thanjavur,Black Clay Loam,High,Rabi,100000,6.27,Sunflower,65,3009.6,4514.4,103455.0,146807.0,220210.5,43352.0,116755.5,Low,High
2478,Vellore,Black Cotton Soil,High,Kharif,100000,5.05,Maize,97,10605.0,14645.0,114635.0,383955.2,530223.9,269320.2,415588.9,Medium,Medium
2479,Nilgiris,Lateritic Hill Soil,Medium,Summer,15000,3.28,Millets,64,1790.9,2801.1,35096.0,103988.8,162649.1,68892.8,127553.1,Low,High
2480,Madurai,Coastal Alluvial,High,Summer,15000,4.95,Banana,51,76626.0,101574.0,376200.0,3207946.5,4252394.2,2831746.5,3876194.2,Medium,Low
2481,Vellore,Red Loam,Low,Kharif,100000,2.95,Cotton,91,1062.0,1593.0,88500.0,52616.6,78924.8,-35883.4,-9575.2,Low,Medium
2482,Madurai,Red Loam,Medium,Kharif,100000,1.41,Groundnut,77,925.0,1331.0,34545.0,14599.3,21008.7,-19945.7,-13536.3,Low,High
2483,Coimbatore,Red Loam,High,Rabi,100000,4.08,Sorghum,91,2754.0,4590.0,55896.0,146777.7,244629.5,90881.7,188733.5,Low,Medium
2484,Nilgiris,Alluvial Clay,Medium,Rabi,25000,6.78,Rice,44,12678.6,17153.4,242724.0,487483.6,659536.6,244759.6,416812.6,Low,Medium
2485,Coimbatore,Black Clay Loam,Low,Summer,60000,5.68,Sunflower,88,2726.4,4089.6,93720.0,115720.6,173580.9,22000.6,79860.9,Low,Low
2486,Nilgiris,Alluvial Clay,High,Rabi,100000,3.0,Banana,97,46440.0,61560.0,228000.0,2207346.1,2926016.9,1979346.1,2698016.9,Low,Low
2487,Nagapattinam,Lateritic Hill Soil,High,Kharif,60000,4.58,Millets,44,2500.7,3911.3,49006.0,107402.3,167988.2,58396.3,118982.2,Low,Medium
2488,Kovilpatti,Lateritic Hill Soil,Low,Summer,100000,5.83,Millets,69,3183.2,4978.8,62381.0,158207.7,247453.0,95826.7,185072.0,Low,Medium
2489,Madurai,Red Loam,High,Summer,60000,5.99,Sesamum,88,1138.1,1856.9,49118.0,49326.4,80480.0,208.4,31362.0,Medium,Medium
2490,Nagapattinam,Coastal Alluvial,High,Summer,150000,3.85,Coconut,59,27720.0,33880.0,103950.0,996820.9,1218336.7,892870.9,1114386.7,Medium,Low
2491,Nilgiris,Alluvial Clay,Medium,Kharif,25000,2.55,Rice,45,4768.5,6451.5,91290.0,102514.6,138696.2,11224.6,47406.2,High,Medium
2492,Trichy,Black Clay Loam,Low,Rabi,100000,6.34,Onion,80,23109.3,33950.7,218730.0,715556.0,1051248.9,496826.0,832518.9,Medium,Low
2493,Tirunelveli,Lateritic Hill Soil,High,Summer,15000,6.9,Millets,84,3767.4,5892.6,73830.0,158034.5,247182.2,84204.5,173352.2,Medium,Medium
2494,Thanjavur,Lateritic Hill Soil,Low,Summer,40000,7.4,Millets,56,4040.4,6319.6,79180.0,67879.5,106170.5,-11300.5,26990.5,Low,Low
2495,Vellore,Coastal Alluvial,Low,Kharif,40000,0.68,Banana,59,10526.4,13953.6,51680.0,320142.6,424375.1,268462.6,372695.1,Medium,Low
2496,Vellore,Black Cotton Soil,Low,Summer,25000,7.2,Sunflower,48,3456.0,5184.0,118800.0,94917.5,142376.2,-23882.5,23576.2,High,Medium
2497,Nagapattinam,Black Cotton Soil,Low,Rabi,100000,6.37,Pulses,43,1375.9,2446.1,75803.0,71895.7,127814.6,-3907.3,52011.6,Medium,Low
2498,Vellore,Red Sandy Loam,High,Rabi,40000,5.26,Chili,55,1946.2,3313.8,202510.0,54612.7,92989.2,-147897.3,-109520.8,Low,Medium
2499,Nilgiris,Black Cotton Soil,Low,Summer,150000,6.5,Sunflower,50,3120.0,4680.0,107250.0,120830.0,181245.1,13580.0,73995.1,Low,Low
2500,Trichy,Red Loam,High,Rabi,15000,2.22,Pulses,91,479.5,852.5,26418.0,10576.7,18803.0,-15841.3,-7615.0,Medium,Low
2501,Nagapattinam,Red Sandy Loam,Medium,Kharif,60000,1.07,Turmeric,66,5328.6,7511.4,73830.0,224671.2,316705.1,150841.2,242875.1,Medium,Medium
2502,Nilgiris,Coastal Alluvial,Medium,Rabi,15000,1.98,Banana,80,30650.4,40629.6,150480.0,1520590.9,2015667.0,1370110.9,1865187.0,Medium,Low
2503,Nilgiris,Lateritic Hill Soil,High,Rabi,40000,1.45,Onion,93,5285.3,7764.8,50025.0,246060.4,361496.2,196035.4,311471.2,Low,High
2504,Nilgiris,Alluvial Clay,Medium,Rabi,100000,4.5,Coconut,75,32400.0,39600.0,121500.0,1220179.0,1491329.9,1098679.0,1369829.9,Low,Medium
2505,Coimbatore,Red Sandy Loam,Low,Rabi,15000,6.72,Sunflower,54,3225.6,4838.4,110880.0,125762.0,188643.0,14882.0,77763.0,Low,High
2506,Nilgiris,Red Loam,Low,Kharif,60000,3.3,Millets,93,1801.8,2818.2,35310.0,66833.1,104533.8,31523.1,69223.8,Medium,Low
2507,Nilgiris,Coastal Alluvial,Medium,Summer,40000,6.11,Banana,82,94582.8,125377.2,464360.0,3350429.2,4441266.6,2886069.2,3976906.6,Medium,Medium
2508,Krishnagiri,Red Loam,Medium,Kharif,25000,0.58,Turmeric,91,2888.4,4071.6,40020.0,96588.2,136154.5,56568.2,96134.5,Low,Medium
2509,Tirunelveli,Alluvial Clay,Low,Kharif,15000,5.47,Groundnut,87,3588.3,5163.7,134015.0,168897.6,243047.7,34882.6,109032.7,Low,High
2510,Nilgiris,Black Clay Loam,Low,Summer,15000,7.37,Sunflower,87,3537.6,5306.4,121605.0,83227.6,124841.5,-38377.4,3236.5,Low,Low
2511,Coimbatore,Red Loam,Medium,Summer,25000,1.86,Coconut,62,13392.0,16368.0,50220.0,676177.9,826439.6,625957.9,776219.6,Low,Low
2512,Kovilpatti,Black Clay Loam,Medium,Rabi,15000,3.08,Sunflower,90,1478.4,2217.6,50820.0,25776.2,38664.3,-25043.8,-12155.7,High,Medium
2513,Tirunelveli,Coastal Alluvial,Medium,Rabi,25000,6.42,Groundnut,65,4211.5,6060.5,157290.0,147224.5,211859.6,-10065.5,54569.6,Medium,Low
2514,Thanjavur,Coastal Alluvial,Medium,Rabi,60000,3.01,Rice,82,5628.7,7615.3,107758.0,298921.0,404422.6,191163.0,296664.6,Medium,Low
2515,Krishnagiri,Black Cotton Soil,Medium,Summer,15000,5.04,Sunflower,77,2419.2,3628.8,83160.0,93650.6,140475.8,10490.6,57315.8,Medium,Low
2516,Thanjavur,Lateritic Hill Soil,Medium,Kharif,40000,2.6,Millets,59,1419.6,2220.4,27820.0,75343.7,117845.3,47523.7,90025.3,High,Low
2517,Madurai,Alluvial Clay,Medium,Summer,100000,6.81,Banana,67,105418.8,139741.2,517560.0,5099780.1,6760173.7,4582220.1,6242613.7,Low,High
2518,Nagapattinam,Coastal Alluvial,Medium,Summer,150000,6.92,Banana,53,107121.6,141998.4,525920.0,2983819.0,3955294.9,2457899.0,3429374.9,Low,High
2519,Tirunelveli,Alluvial Clay,Low,Kharif,40000,6.12,Rice,91,11444.4,15483.6,219096.0,347678.3,470388.3,128582.3,251292.3,Medium,Medium
2520,Nilgiris,Black Cotton Soil,Low,Summer,150000,1.9,Sunflower,86,912.0,1368.0,31350.0,37893.4,56840.1,6543.4,25490.1,Medium,High
2521,Nilgiris,Red Loam,Medium,Kharif,40000,4.23,Groundnut,47,2774.9,3993.1,103635.0,62375.4,89759.7,-41259.6,-13875.3,Medium,High
2522,Tirunelveli,Red Sandy Loam,Low,Summer,150000,4.87,Sorghum,41,3287.2,5478.8,66719.0,131566.7,219277.8,64847.7,152558.8,Low,Medium
2523,Nagapattinam,Lateritic Hill Soil,Medium,Kharif,60000,2.8,Millets,78,1528.8,2391.2,29960.0,57602.3,90096.0,27642.3,60136.0,High,Low
2524,Nagapattinam,Coastal Alluvial,Low,Summer,100000,7.05,Banana,83,109134.0,144666.0,535800.0,6159388.8,8164771.2,5623588.8,7628971.2,High,Low
2525,Thanjavur,Lateritic Hill Soil,High,Rabi,60000,0.77,Rice,75,1439.9,1948.1,27566.0,67857.0,91806.5,40291.0,64240.5,Medium,High
2526,Nagapattinam,Coastal Alluvial,High,Summer,25000,0.65,Banana,81,10062.0,13338.0,49400.0,167666.2,222255.2,118266.2,172855.2,Medium,High
2527,Krishnagiri,Alluvial Clay,Medium,Kharif,15000,5.94,Banana,94,91951.2,121888.8,451440.0,4141017.0,5489255.2,3689577.0,5037815.2,Low,Low
2528,Kovilpatti,Red Sandy Loam,Low,Kharif,150000,7.84,Turmeric,64,39043.2,55036.8,540960.0,630018.9,888098.9,89058.9,347138.9,Medium,Medium
2529,Trichy,Lateritic Hill Soil,Medium,Rabi,40000,1.83,Maize,91,3843.0,5307.0,41541.0,183086.0,252833.1,141545.0,211292.1,Low,Low
2530,Vellore,Black Cotton Soil,Medium,Summer,15000,3.18,Sunflower,96,1526.4,2289.6,52470.0,62138.8,93208.3,9668.8,40738.3,Low,Low
2531,Krishnagiri,Black Cotton Soil,High,Kharif,25000,3.61,Sugarcane,66,88950.4,113209.6,342950.0,3514918.1,4473532.1,3171968.1,4130582.1,Low,Medium
2532,Coimbatore,Lateritic Hill Soil,Medium,Kharif,15000,1.71,Millets,77,933.7,1460.3,18297.0,28687.9,44870.8,10390.9,26573.8,Low,Medium
2533,Coimbatore,Coastal Alluvial,Medium,Rabi,150000,1.04,Banana,48,16099.2,21340.8,79040.0,918006.0,1216891.6,838966.0,1137851.6,Low,Medium
